RecordNo,SaleDate,ProductCategoryName,UnitOfMeasureName,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,TotalPrice,,,,,
2451,2019-07-24,Concentrate (Each),Each,3,136.2,0,0,3,136.2,,,,,
2451,2019-07-24,Infused (edible),Each,5797,160894.98,0,0,5797,160894.98,,,,,
2451,2019-07-24,Buds,Grams,0,0,23,257.7,23,257.7,,,,,
2451,2019-07-24,Shake/Trim (by strain),Grams,0,0,323,4161.25,323,4161.25,,,,,
2451,2019-07-24,Kief,Grams,0,0,18,540,18,540,,,,,
2451,2019-07-24,Buds,Grams,0,0,41884.85,601428.56,41884.85,601428.56,,,,,
2451,2019-07-24,Concentrate (Each),Each,7297,402392.9,0,0,7297,402392.9,,,,,
2451,2019-07-24,Infused (edible),Each,7,89.39,0,0,7,89.39,,,,,
2451,2019-07-24,Infused Pre-Rolls,Grams,0,0,30,482.4,30,482.4,,,,,
2463,2019-07-25,Concentrate (Each),Each,4,184.8,0,0,4,184.8,,,,,
2463,2019-07-25,Buds,Grams,0,0,47327.2,676470.17,47327.2,676470.17,,,,,
2463,2019-07-25,Kief,Grams,0,0,18,540,18,540,,,,,
2463,2019-07-25,Concentrate,Grams,0,0,32,3470.86,32,3470.86,,,,,
2463,2019-07-25,Buds,Grams,0,0,17.5,233.5,17.5,233.5,,,,,
2463,2019-07-25,Infused Pre-Rolls,Grams,0,0,40,705.6,40,705.6,,,,,
2463,2019-07-25,Shake/Trim (by strain),Grams,0,0,306,4582.5,306,4582.5,,,,,
2463,2019-07-25,Raw Pre-Rolls,Grams,0,0,2989.25,44967.34,2989.25,44967.34,,,,,
2463,2019-07-25,Infused (edible),Each,1,16,0,0,1,16,,,,,
2463,2019-07-25,Infused (non-edible),Each,1640,80004.39,0,0,1640,80004.39,,,,,
2463,2019-07-25,Concentrate (Each),Each,8203,453224.1,0,0,8203,453224.1,,,,,
2463,2019-07-25,Infused (edible),Each,7277,193691.8,0,0,7339.04,193691.8,,,,,
2475,2019-07-26,Concentrate (Each),Each,10632,578012.02,0,0,10632,578012.02,,,,,
2475,2019-07-26,Shake/Trim (by strain),Grams,0,0,232,3472.5,232,3472.5,,,,,
2475,2019-07-26,Raw Pre-Rolls,Grams,0,0,4340.75,68860.73,4340.75,68860.73,,,,,
2475,2019-07-26,Infused (edible),Each,9168,243907.6,0,0,9168,243907.6,,,,,
2475,2019-07-26,Suppository,Each,4,64,0,0,4,64,,,,,
2475,2019-07-26,Infused (edible),Each,11,132.42,0,0,11,132.42,,,,,
2475,2019-07-26,Buds,Grams,0,0,8,63,8,63,,,,,
2475,2019-07-26,Infused (non-edible),Each,1970,98986.34,0,0,1970,98986.34,,,,,
2475,2019-07-26,Concentrate,Grams,0,0,54,5590.4,54,5590.4,,,,,
2475,2019-07-26,Infused Pre-Rolls,Grams,0,0,31,536.4,31,536.4,,,,,
2475,2019-07-26,Concentrate (Each),Each,9,344.01,0,0,9,344.01,,,,,
2475,2019-07-26,Kief,Grams,0,0,16,480,16,480,,,,,
2475,2019-07-26,Raw Pre-Rolls,Grams,0,0,33,487.9,33,487.9,,,,,
2475,2019-07-26,Buds,Grams,0,0,57849.65,822456.79,57849.65,822456.79,,,,,
2475,2019-07-26,Infused (non-edible),Each,1,11.2,0,0,1,11.2,,,,,
2490,2019-07-27,Suppository,Each,1,16,0,0,1,16,,,,,
2490,2019-07-27,Buds,Grams,0,0,56038.3,801816.48,56038.3,801816.48,,,,,
2490,2019-07-27,Raw Pre-Rolls,Grams,0,0,4270.5,69416.42,4270.5,69416.42,,,,,
2490,2019-07-27,Concentrate (Each),Each,2,45.51,0,0,2,45.51,,,,,
2490,2019-07-27,Kief,Grams,0,0,10,300,10,300,,,,,
2490,2019-07-27,Infused (edible),Each,4,11.2,0,0,4,11.2,,,,,
2490,2019-07-27,Infused (edible),Each,10190,262918.95,0,0,10190,262918.95,,,,,
2490,2019-07-27,Infused Pre-Rolls,Grams,0,0,49,853.2,49,853.2,,,,,
2490,2019-07-27,Concentrate (Each),Each,10108,549377.12,0,0,10108,549377.12,,,,,
2490,2019-07-27,Shake/Trim (by strain),Grams,0,0,348.5,5191.35,348.5,5191.35,,,,,
2490,2019-07-27,Infused (non-edible),Each,1933,97432.07,0,0,1933,97432.07,,,,,
2490,2019-07-27,Concentrate,Grams,0,0,34,3696.82,34,3696.82,,,,,
2502,2019-07-28,Concentrate,Grams,0,0,36,3534.2,36,3534.2,,,,,
2502,2019-07-28,Buds,Grams,0,0,44577.1,640259.39,44577.1,640259.39,,,,,
2502,2019-07-28,Concentrate (Each),Each,7432,409626.44,0,0,7432,409626.44,,,,,
2502,2019-07-28,Shake/Trim (by strain),Grams,0,0,347.5,5155,347.5,5155,,,,,
2502,2019-07-28,Buds,Grams,0,0,7,59.5,7,59.5,,,,,
2502,2019-07-28,Raw Pre-Rolls,Grams,0,0,2834.5,46842.72,2834.5,46842.72,,,,,
2502,2019-07-28,Infused Pre-Rolls,Grams,0,0,33,572.4,33,572.4,,,,,
2502,2019-07-28,Infused (non-edible),Each,1424,72336.8,0,0,1424,72336.8,,,,,
2502,2019-07-28,Concentrate (Each),Each,1,25.2,0,0,1,25.2,,,,,
2502,2019-07-28,Infused (edible),Each,7563,200065.24,0,0,7563,200065.24,,,,,
2512,2019-07-29,Concentrate (Each),Each,6,390,0,0,6,390,,,,,
2512,2019-07-29,Shake/Trim (by strain),Grams,0,0,282.5,4122.6,282.5,4122.6,,,,,
2512,2019-07-29,Buds,Grams,0,0,37184.95,532319.95,37184.95,532319.95,,,,,
2512,2019-07-29,Concentrate,Grams,0,0,30,2934.82,30,2934.82,,,,,
2512,2019-07-29,Infused (non-edible),Each,1634,82291.36,0,0,1634,82291.36,,,,,
2512,2019-07-29,Concentrate (Each),Each,6510,389554.66,0,0,7083.5,389554.66,,,,,
2512,2019-07-29,Raw Pre-Rolls,Grams,0,0,2362,37698.63,2362,37698.63,,,,,
2512,2019-07-29,Infused (edible),Each,5880,162270.92,0,0,5880,162270.92,,,,,
2512,2019-07-29,Infused Pre-Rolls,Grams,0,0,55,925.2,55,925.2,,,,,
2512,2019-07-29,Raw Pre-Rolls,Grams,0,0,6,90,6,90,,,,,
2522,2019-07-30,Infused (edible),Each,9,97.6,0,0,9,97.6,,,,,
2522,2019-07-30,Infused (non-edible),Each,1501,73652.38,0,0,1501,73652.38,,,,,
2522,2019-07-30,Infused (edible),Each,5800,161158.33,0,0,5800,161158.33,,,,,
2522,2019-07-30,Concentrate (Each),Each,7,331.25,0,0,7,331.25,,,,,
2522,2019-07-30,Raw Pre-Rolls,Grams,0,0,5,55.3,5,55.3,,,,,
2522,2019-07-30,Shake/Trim (by strain),Grams,0,0,278,4042.15,278,4042.15,,,,,
2522,2019-07-30,Concentrate,Grams,0,0,18,1719.88,18,1719.88,,,,,
2522,2019-07-30,Buds,Grams,0,0,38349.9,558629.4,38349.9,558629.4,,,,,
2522,2019-07-30,Kief,Grams,0,0,1,19.51,1,19.51,,,,,
2522,2019-07-30,Buds,Grams,0,0,25,317.15,25,317.15,,,,,
2522,2019-07-30,Concentrate (Each),Each,6280,370335.5,0,0,6749.5,370335.5,,,,,
2522,2019-07-30,Infused Pre-Rolls,Grams,0,0,30,525.6,30,525.6,,,,,
2522,2019-07-30,Suppository,Each,2,32,0,0,2,32,,,,,
2522,2019-07-30,Raw Pre-Rolls,Grams,0,0,3574.5,56234.1,3574.5,56234.1,,,,,
2536,2019-07-31,Infused (non-edible),Each,2,43.5,0,0,2,43.5,,,,,
2536,2019-07-31,Raw Pre-Rolls,Grams,0,0,3597.5,57066.18,3597.5,57066.18,,,,,
2536,2019-07-31,Infused (non-edible),Each,1666,83572.06,0,0,1666,83572.06,,,,,
2536,2019-07-31,Infused (edible),Each,2,31.32,0,0,2,31.32,,,,,
2536,2019-07-31,Infused (edible),Each,6427,172874.94,0,0,6427,172874.94,,,,,
2536,2019-07-31,Infused Pre-Rolls,Grams,0,0,47,824.4,47,824.4,,,,,
2536,2019-07-31,Concentrate (Each),Each,7264,398435.16,0,0,7264,398435.16,,,,,
2536,2019-07-31,Raw Pre-Rolls,Grams,0,0,3,38.07,3,38.07,,,,,
2536,2019-07-31,Buds,Grams,0,0,42686.45,605736.64,42686.45,605736.64,,,,,
2536,2019-07-31,Concentrate (Each),Each,1,55,0,0,1,55,,,,,
2536,2019-07-31,Buds,Grams,0,0,1.75,25,1.75,25,,,,,
2536,2019-07-31,Suppository,Each,3,48,0,0,3,48,,,,,
2536,2019-07-31,Shake/Trim (by strain),Grams,0,0,293,4326.35,293,4326.35,,,,,
2536,2019-07-31,Kief,Grams,0,0,13,422.76,13,422.76,,,,,
2536,2019-07-31,Concentrate,Grams,0,0,15,1251.24,15,1251.24,,,,,
2551,2019-08-01,Concentrate (Each),Each,4,215.2,0,0,4,215.2,,,,,
2551,2019-08-01,Concentrate,Grams,0,0,11,798.86,11,798.86,,,,,
2551,2019-08-01,Raw Pre-Rolls,Grams,0,0,4550.75,68195.89,4550.75,68195.89,,,,,
2551,2019-08-01,Infused (edible),Each,7488,201778.81,0,0,7488,201778.81,,,,,
2551,2019-08-01,Infused (non-edible),Each,1860,89866.45,0,0,1860,89866.45,,,,,
2551,2019-08-01,Buds,Grams,0,0,10.5,111.6,10.5,111.6,,,,,
2551,2019-08-01,Kief,Grams,0,0,25,752.83,25,752.83,,,,,
2551,2019-08-01,Infused (edible),Each,4,11.2,0,0,4,11.2,,,,,
2551,2019-08-01,Buds,Grams,0,0,49972.9,699075.22,49972.9,699075.22,,,,,
2551,2019-08-01,Suppository,Each,1,16,0,0,1,16,,,,,
2551,2019-08-01,Concentrate (Each),Each,8730,476359.96,0,0,8730,476359.96,,,,,
2551,2019-08-01,Shake/Trim (by strain),Grams,0,0,521,7653.85,521,7653.85,,,,,
2551,2019-08-01,Raw Pre-Rolls,Grams,0,0,10,132.31,10,132.31,,,,,
2551,2019-08-01,Infused Pre-Rolls,Grams,0,0,57,1018.8,57,1018.8,,,,,
2565,2019-08-02,Concentrate (Each),Each,3,161.67,0,0,3,161.67,,,,,
2565,2019-08-02,Shake/Trim (by strain),Grams,0,0,416.5,6200,416.5,6200,,,,,
2565,2019-08-02,Raw Pre-Rolls,Grams,0,0,4880,73897.74,4880,73897.74,,,,,
2565,2019-08-02,Infused (edible),Each,9906,265805.42,0,0,9906,265805.42,,,,,
2565,2019-08-02,Concentrate,Grams,0,0,40.5,1955.43,40.5,1955.43,,,,,
2565,2019-08-02,Infused (non-edible),Each,2206,111534.1,0,0,2206,111534.1,,,,,
2565,2019-08-02,Infused Pre-Rolls,Grams,0,0,57,990,57,990,,,,,
2565,2019-08-02,Buds,Grams,0,0,42,557.5,42,557.5,,,,,
2565,2019-08-02,Raw Pre-Rolls,Grams,0,0,11.5,152.39,11.5,152.39,,,,,
2565,2019-08-02,Buds,Grams,0,0,60562.5,861085.78,60562.5,861085.78,,,,,
2565,2019-08-02,Infused (edible),Each,2,49.4,0,0,2,49.4,,,,,
2565,2019-08-02,Kief,Grams,0,0,23,718.69,23,718.69,,,,,
2565,2019-08-02,Concentrate (Each),Each,10448,574061.99,0,0,10448,574061.99,,,,,
2578,2019-08-03,Buds,Grams,0,0,49.25,568.2,49.25,568.2,,,,,
2578,2019-08-03,Raw Pre-Rolls,Grams,0,0,4,44.4,4,44.4,,,,,
2578,2019-08-03,Buds,Grams,0,0,59541.25,846226.45,59541.25,846226.45,,,,,
2578,2019-08-03,Infused (edible),Each,8,64.5,0,0,8,64.5,,,,,
2578,2019-08-03,Infused (non-edible),Each,1902,93710.78,0,0,1902,93710.78,,,,,
2578,2019-08-03,Kief,Grams,0,0,39,1255.27,39,1255.27,,,,,
2578,2019-08-03,Concentrate (Each),Each,7,470,0,0,7,470,,,,,
2578,2019-08-03,Suppository,Each,2,32,0,0,2,32,,,,,
2578,2019-08-03,Infused Pre-Rolls,Grams,0,0,87,1508.4,87,1508.4,,,,,
2578,2019-08-03,Infused (edible),Each,11445,286672.67,0,0,11445,286672.67,,,,,
2578,2019-08-03,Concentrate (Each),Each,10778,591814.32,0,0,10778,591814.32,,,,,
2578,2019-08-03,Concentrate,Grams,0,0,51.5,4937.3,51.5,4937.3,,,,,
2578,2019-08-03,Shake/Trim (by strain),Grams,0,0,373.1,5216.93,373.1,5216.93,,,,,
2578,2019-08-03,Raw Pre-Rolls,Grams,0,0,5042.5,81122.88,5042.5,81122.88,,,,,
2592,2019-08-04,Infused (non-edible),Each,1842,91657.01,0,0,1842,91657.01,,,,,
2592,2019-08-04,Concentrate (Each),Each,8290,451242.33,0,0,8290,451242.33,,,,,
2592,2019-08-04,Raw Pre-Rolls,Grams,0,0,7,76.6,7,76.6,,,,,
2592,2019-08-04,Raw Pre-Rolls,Grams,0,0,3719.5,58593.02,3719.5,58593.02,,,,,
2592,2019-08-04,Concentrate,Grams,0,0,24,1332.9,24,1332.9,,,,,
2592,2019-08-04,Suppository,Each,2,32,0,0,2,32,,,,,
2592,2019-08-04,Infused (edible),Each,7632,208927.07,0,0,7632,208927.07,,,,,
2592,2019-08-04,Buds,Grams,0,0,45944.15,654013.74,45944.15,654013.74,,,,,
2592,2019-08-04,Shake/Trim (by strain),Grams,0,0,386,4612.5,386,4612.5,,,,,
2592,2019-08-04,Kief,Grams,0,0,33,1043.89,33,1043.89,,,,,
2592,2019-08-04,Buds,Grams,0,0,10.5,131.75,10.5,131.75,,,,,
2592,2019-08-04,Infused Pre-Rolls,Grams,0,0,58,1022.4,58,1022.4,,,,,
2592,2019-08-04,Kief,Grams,0,0,1,20,1,20,,,,,
2605,2019-08-05,Buds,Grams,0,0,7,102.25,7,102.25,,,,,
2605,2019-08-05,Concentrate (Each),Each,3,165,0,0,3,165,,,,,
2605,2019-08-05,Raw Pre-Rolls,Grams,0,0,2,19.6,2,19.6,,,,,
2605,2019-08-05,Concentrate,Grams,0,0,29.5,2193.98,29.5,2193.98,,,,,
2605,2019-08-05,Raw Pre-Rolls,Grams,0,0,2389.75,37464.17,2389.75,37464.17,,,,,
2605,2019-08-05,Suppository,Each,3,48,0,0,3,48,,,,,
2605,2019-08-05,Concentrate (Each),Each,7051,381286.76,0,0,7051,381286.76,,,,,
2605,2019-08-05,Infused Pre-Rolls,Grams,0,0,52,907.2,52,907.2,,,,,
2605,2019-08-05,Infused (non-edible),Each,1836,93055.82,0,0,1836,93055.82,,,,,
2605,2019-08-05,Kief,Grams,0,0,30,920.31,30,920.31,,,,,
2605,2019-08-05,Infused (edible),Each,5850,165619.12,0,0,5850,165619.12,,,,,
2605,2019-08-05,Shake/Trim (by strain),Grams,0,0,176,1830,176,1830,,,,,
2605,2019-08-05,Buds,Grams,0,0,41854.95,589525,41854.95,589525,,,,,
2618,2019-08-06,Infused (edible),Each,3,198.15,0,0,3,198.15,,,,,
2618,2019-08-06,Concentrate (Each),Each,7370,396858.05,0,0,7370,396858.05,,,,,
2618,2019-08-06,Concentrate (Each),Each,3,172.5,0,0,3,172.5,,,,,
2618,2019-08-06,Buds,Grams,0,0,42396.4,602373.53,42396.4,602373.53,,,,,
2618,2019-08-06,Infused Pre-Rolls,Grams,0,0,46,820.8,46,820.8,,,,,
2618,2019-08-06,Infused (edible),Each,6154,179364.16,0,0,6154,179364.16,,,,,
2618,2019-08-06,Infused (non-edible),Each,1,18,0,0,1,18,,,,,
2618,2019-08-06,Infused (non-edible),Each,1668,85591.08,0,0,1668,85591.08,,,,,
2618,2019-08-06,Kief,Grams,0,0,12,382.11,12,382.11,,,,,
2618,2019-08-06,Shake/Trim (by strain),Grams,0,0,281.6,4196.29,281.6,4196.29,,,,,
2618,2019-08-06,Concentrate,Grams,0,0,26,2182.97,26,2182.97,,,,,
2618,2019-08-06,Raw Pre-Rolls,Grams,0,0,3398,51807.42,3398,51807.42,,,,,
2618,2019-08-06,Buds,Grams,0,0,37,449.08,37,449.08,,,,,
2631,2019-08-07,Infused (edible),Each,6169,178645.33,0,0,6169,178645.33,,,,,
2631,2019-08-07,Raw Pre-Rolls,Grams,0,0,1,11.9,1,11.9,,,,,
2631,2019-08-07,Buds,Grams,0,0,42713.25,607924.65,42713.25,607924.65,,,,,
2631,2019-08-07,Shake/Trim (by strain),Grams,0,0,392.7,5596.39,392.7,5596.39,,,,,
2631,2019-08-07,Concentrate (Each),Each,7515,409959.97,0,0,7515,409959.97,,,,,
2631,2019-08-07,Kief,Grams,0,0,25,773.97,25,773.97,,,,,
2631,2019-08-07,Concentrate (Each),Each,1,45.5,0,0,1,45.5,,,,,
2631,2019-08-07,Infused (non-edible),Each,1545,83662.94,0,0,1545,83662.94,,,,,
2631,2019-08-07,Infused Pre-Rolls,Grams,0,0,36,640.8,36,640.8,,,,,
2631,2019-08-07,Raw Pre-Rolls,Grams,0,0,2733.25,42890.79,2733.25,42890.79,,,,,
2631,2019-08-07,Buds,Grams,0,0,31.5,331.5,31.5,331.5,,,,,
2631,2019-08-07,Concentrate,Grams,0,0,30.5,2114.99,30.5,2114.99,,,,,
2631,2019-08-07,Suppository,Each,1,16,0,0,1,16,,,,,
2644,2019-08-08,Shake/Trim (by strain),Grams,0,0,362,5124.1,362,5124.1,,,,,
2644,2019-08-08,Buds,Grams,0,0,46320.5,664126.1,46320.5,664126.1,,,,,
2644,2019-08-08,Infused Pre-Rolls,Grams,0,0,55,975.6,55,975.6,,,,,
2644,2019-08-08,Kief,Grams,0,0,26,832.51,26,832.51,,,,,
2644,2019-08-08,Concentrate (Each),Each,1,54,0,0,1,54,,,,,
2644,2019-08-08,Concentrate (Each),Each,8680,480449.04,0,0,8680,480449.04,,,,,
2644,2019-08-08,Raw Pre-Rolls,Grams,0,0,11,108.9,11,108.9,,,,,
2644,2019-08-08,Concentrate,Grams,0,0,28.5,2559.96,28.5,2559.96,,,,,
2644,2019-08-08,Buds,Grams,0,0,22,254.35,22,254.35,,,,,
2644,2019-08-08,Raw Pre-Rolls,Grams,0,0,3649.5,56471.39,3649.5,56471.39,,,,,
2644,2019-08-08,Infused (edible),Each,1,1,0,0,1,1,,,,,
2644,2019-08-08,Infused (edible),Each,6643,198119.71,0,0,6643,198119.71,,,,,
2644,2019-08-08,Infused (non-edible),Each,1784,96193.43,0,0,1784,96193.43,,,,,
2657,2019-08-09,Buds,Grams,0,0,56605.9,811884.38,56605.9,811884.38,,,,,
2657,2019-08-09,Infused (edible),Each,8865,255983.35,0,0,8865,255983.35,,,,,
2657,2019-08-09,Infused (non-edible),Each,2,91,0,0,2,91,,,,,
2657,2019-08-09,Raw Pre-Rolls,Grams,0,0,4956.25,78054.58,4956.25,78054.58,,,,,
2657,2019-08-09,Shake/Trim (by strain),Grams,0,0,507.3,7057.61,507.3,7057.61,,,,,
2657,2019-08-09,Suppository,Each,4,64,0,0,4,64,,,,,
2657,2019-08-09,Raw Pre-Rolls,Grams,0,0,15,187.28,15,187.28,,,,,
2657,2019-08-09,Concentrate (Each),Each,10724,598030.62,0,0,10724,598030.62,,,,,
2657,2019-08-09,Buds,Grams,0,0,49,512.13,49,512.13,,,,,
2657,2019-08-09,Infused Pre-Rolls,Grams,0,0,64,1137.6,64,1137.6,,,,,
2657,2019-08-09,Infused (edible),Each,3,138.85,0,0,3,138.85,,,,,
2657,2019-08-09,Concentrate,Grams,0,0,41.5,4324.86,41.5,4324.86,,,,,
2657,2019-08-09,Kief,Grams,0,0,11,357.72,11,357.72,,,,,
2657,2019-08-09,Infused (non-edible),Each,2033,108359.25,0,0,2033,108359.25,,,,,
2657,2019-08-09,Concentrate (Each),Each,7,227.23,0,0,7,227.23,,,,,
2672,2019-08-10,Concentrate (Each),Each,6,316,0,0,6,316,,,,,
2672,2019-08-10,Shake/Trim (by strain),Grams,0,0,536,7259.38,536,7259.38,,,,,
2672,2019-08-10,Concentrate,Grams,0,0,36.76,2991.86,36.76,2991.86,,,,,
2672,2019-08-10,Infused (edible),Each,9827,285556.52,0,0,9827,285556.52,,,,,
2672,2019-08-10,Raw Pre-Rolls,Grams,0,0,13.5,160.5,13.5,160.5,,,,,
2672,2019-08-10,Infused Pre-Rolls,Grams,0,0,98,1756.8,98,1756.8,,,,,
2672,2019-08-10,Suppository,Each,1,16,0,0,1,16,,,,,
2672,2019-08-10,Buds,Grams,0,0,58657.75,836815.59,58657.75,836815.59,,,,,
2672,2019-08-10,Buds,Grams,0,0,90.25,798.08,90.25,798.08,,,,,
2672,2019-08-10,Infused (non-edible),Each,1908,100574.05,0,0,1908,100574.05,,,,,
2672,2019-08-10,Raw Pre-Rolls,Grams,0,0,4473.25,71500.43,4473.25,71500.43,,,,,
2672,2019-08-10,Infused (edible),Each,3,24.6,0,0,3,24.6,,,,,
2672,2019-08-10,Concentrate (Each),Each,10423,577638.63,0,0,10423,577638.63,,,,,
2685,2019-08-11,Concentrate,Grams,0,0,38,3017.96,38,3017.96,,,,,
2685,2019-08-11,Suppository,Each,3,48,0,0,3,48,,,,,
2685,2019-08-11,Buds,Grams,0,0,3.5,31.5,3.5,31.5,,,,,
2685,2019-08-11,Shake/Trim (by strain),Grams,0,0,536.5,6672.25,536.5,6672.25,,,,,
2685,2019-08-11,Concentrate (Each),Each,8208,482686.48,0,0,8764.5,482686.48,,,,,
2685,2019-08-11,Infused Pre-Rolls,Grams,0,0,61,1098,61,1098,,,,,
2685,2019-08-11,Infused (edible),Each,7078,214273.93,0,0,7078,214273.93,,,,,
2685,2019-08-11,Infused (non-edible),Each,1522,82234.22,0,0,1522,82234.22,,,,,
2685,2019-08-11,Raw Pre-Rolls,Grams,0,0,3385.23,53649.51,3385.23,53649.51,,,,,
2685,2019-08-11,Buds,Grams,0,0,46321.98,662668.13,46321.98,662668.13,,,,,
2695,2019-08-12,Buds,Grams,0,0,59.75,622.48,59.75,622.48,,,,,
2695,2019-08-12,Raw Pre-Rolls,Grams,0,0,2636.29,41139.72,2636.29,41139.72,,,,,
2695,2019-08-12,Suppository,Each,8,128,0,0,8,128,,,,,
2695,2019-08-12,Infused (edible),Each,5475,167255.57,0,0,5475,167255.57,,,,,
2695,2019-08-12,Infused (non-edible),Each,1340,73189.54,0,0,1340,73189.54,,,,,
2695,2019-08-12,Concentrate,Grams,0,0,18,1873.94,18,1873.94,,,,,
2695,2019-08-12,Shake/Trim (by strain),Grams,0,0,417,5113.21,417,5113.21,,,,,
2695,2019-08-12,Concentrate (Each),Each,7606,424112.64,0,0,7606,424112.64,,,,,
2695,2019-08-12,Concentrate (Each),Each,2,105,0,0,2,105,,,,,
2695,2019-08-12,Buds,Grams,0,0,40155.72,571940.97,40155.72,571940.97,,,,,
2705,2019-08-13,Concentrate (Each),Each,7677,426158.85,0,0,7677,426158.85,,,,,
2705,2019-08-13,Raw Pre-Rolls,Grams,0,0,4,54,4,54,,,,,
2705,2019-08-13,Raw Pre-Rolls,Grams,0,0,3954.91,60408.26,3954.91,60408.26,,,,,
2705,2019-08-13,Infused (non-edible),Each,1302,71076.66,0,0,1302,71076.66,,,,,
2705,2019-08-13,Infused (edible),Each,6412,190465.82,0,0,6412,190465.82,,,,,
2705,2019-08-13,Concentrate,Grams,0,0,15.5,1766.96,15.5,1766.96,,,,,
2705,2019-08-13,Shake/Trim (by strain),Grams,0,0,482.5,5791.35,482.5,5791.35,,,,,
2705,2019-08-13,Buds,Grams,0,0,44037.09,624165.8,44037.09,624165.8,,,,,
2705,2019-08-13,Buds,Grams,0,0,56.5,632.58,56.5,632.58,,,,,
2705,2019-08-13,Concentrate (Each),Each,2,105.58,0,0,2,105.58,,,,,
2705,2019-08-13,Suppository,Each,2,32,0,0,2,32,,,,,
2716,2019-08-14,Concentrate (Each),Each,7932,443716.64,0,0,7932,443716.64,,,,,
2716,2019-08-14,Infused (non-edible),Each,1351,72795.71,0,0,1351,72795.71,,,,,
2716,2019-08-14,Raw Pre-Rolls,Grams,0,0,3908.63,60905.43,3908.63,60905.43,,,,,
2716,2019-08-14,Raw Pre-Rolls,Grams,0,0,8,98.3,8,98.3,,,,,
2716,2019-08-14,Buds,Grams,0,0,23,288.7,23,288.7,,,,,
2716,2019-08-14,Concentrate,Grams,0,0,17,1937.96,17,1937.96,,,,,
2716,2019-08-14,Suppository,Each,2,32,0,0,2,32,,,,,
2716,2019-08-14,Shake/Trim (by strain),Grams,0,0,395.9,5008.67,395.9,5008.67,,,,,
2716,2019-08-14,Buds,Grams,0,0,43839.78,624419.11,43839.78,624419.11,,,,,
2716,2019-08-14,Concentrate (Each),Each,4,208.5,0,0,4,208.5,,,,,
2716,2019-08-14,Infused (edible),Each,6306,189368.4,0,0,6306,189368.4,,,,,
2716,2019-08-14,Infused (edible),Each,1,70,0,0,1,70,,,,,
2728,2019-08-15,Buds,Grams,0,0,49956.49,714042.07,49956.49,714042.07,,,,,
2728,2019-08-15,Shake/Trim (by strain),Grams,0,0,792.1,8456.87,792.1,8456.87,,,,,
2728,2019-08-15,Raw Pre-Rolls,Grams,0,0,3965,63221.31,3965,63221.31,,,,,
2728,2019-08-15,Concentrate (Each),Each,5,271.08,0,0,5,271.08,,,,,
2728,2019-08-15,Raw Pre-Rolls,Grams,0,0,4,50.3,4,50.3,,,,,
2728,2019-08-15,Buds,Grams,0,0,15,179.13,15,179.13,,,,,
2728,2019-08-15,Infused (edible),Each,6980,203665.57,0,0,6980,203665.57,,,,,
2728,2019-08-15,Concentrate,Grams,0,0,20.5,2405.48,20.5,2405.48,,,,,
2728,2019-08-15,Concentrate (Each),Each,8190,452439.71,0,0,8190,452439.71,,,,,
2728,2019-08-15,Infused (non-edible),Each,6,189.09,0,0,6,189.09,,,,,
2728,2019-08-15,Infused (non-edible),Each,1704,92562.87,0,0,1704,92562.87,,,,,
2728,2019-08-15,Infused (edible),Each,1,26.3,0,0,1,26.3,,,,,
2740,2019-08-16,Infused (edible),Each,9172,259711.17,0,0,9172,259711.17,,,,,
2740,2019-08-16,Raw Pre-Rolls,Grams,0,0,5675,87872.02,5675,87872.02,,,,,
2740,2019-08-16,Concentrate (Each),Each,1,32.5,0,0,1,32.5,,,,,
2740,2019-08-16,Buds,Grams,0,0,17.5,221.65,17.5,221.65,,,,,
2740,2019-08-16,Infused (non-edible),Each,1963,102762.29,0,0,1963,102762.29,,,,,
2740,2019-08-16,Concentrate,Grams,0,0,22.5,2646.48,22.5,2646.48,,,,,
2740,2019-08-16,Concentrate (Each),Each,10737,598223.54,0,0,10737,598223.54,,,,,
2740,2019-08-16,Shake/Trim (by strain),Grams,0,0,566.2,6833.58,566.2,6833.58,,,,,
2740,2019-08-16,Infused (edible),Each,1,48.65,0,0,1,48.65,,,,,
2740,2019-08-16,Buds,Grams,0,0,62144.89,880661.77,62144.89,880661.77,,,,,
2740,2019-08-16,Raw Pre-Rolls,Grams,0,0,12,156.7,12,156.7,,,,,
2751,2019-08-17,Concentrate (Each),Each,4,174.33,0,0,4,174.33,,,,,
2751,2019-08-17,Buds,Grams,0,0,50,483.35,50,483.35,,,,,
2751,2019-08-17,Raw Pre-Rolls,Grams,0,0,5331.55,84101.59,5331.55,84101.59,,,,,
2751,2019-08-17,Kief,Grams,0,0,76.5,2330.78,76.5,2330.78,,,,,
2751,2019-08-17,Shake/Trim (by strain),Grams,0,0,689.5,9458.57,689.5,9458.57,,,,,
2751,2019-08-17,Suppository,Each,4,64,0,0,4,64,,,,,
2751,2019-08-17,Concentrate (Each),Each,10684,597120.97,0,0,10684,597120.97,,,,,
2751,2019-08-17,Infused (edible),Each,1,15.13,0,0,1,15.13,,,,,
2751,2019-08-17,Infused (non-edible),Each,2163,115007.95,0,0,2163,115007.95,,,,,
2751,2019-08-17,Infused (edible),Each,10461,298412.97,0,0,10461,298412.97,,,,,
2751,2019-08-17,Concentrate,Grams,0,0,47,4791.95,47,4791.95,,,,,
